Itgb2	-10.8757100664015
Fbln2	-10.9112610087265
Scd1	-10.0752530179891
Col1a2	9.71178728094786
Ccnd1	-9.71529370648464
Mmp9	-9.68611360549019
Gpx1	-9.12709840945576
Gbp7	8.99437839892285
Gbp3	8.93459042855866
Idh1	-8.60151225115792
Apln	-8.57746063627474
Gbp2b	8.56330864287758
Oasl1	8.31582159478583
Gm7993	-8.02062653085951
Tnnt2	-7.99181195474739
Vim	-7.97248274892485
Fah	-7.96315349184298
Smg5	7.82698892289777
Col4a1	-7.59805061538541
Aplp2	-7.59643060986306
Fam162a	-7.58005512336469
Hsp90b1	-7.36904227361511
Tfrc	-7.37086647079681
Myof	-7.31940482644852
Odc1	-7.28581491254821
Dusp10	7.13775372061693
Gbp2	7.10007904860809
Abcb1b	-7.05841021535681
Krt16	6.98924619256826
Gbp5	6.97111842042911
Cxcl10	6.96418677087875
Hmgn5	-6.93318021885007
Apol9a	6.91696329879168
Klf10	6.91057208295346
Nr1d1	6.86709823927417
Ddit4	-6.83549846527021
Anxa5	-6.77261385273922
Prss22	-6.76748813903196
Filip1l	6.71006759273738
Lamc1	-6.64660049626846
Tle3	6.63457279166409
Celsr2	6.55552537153135
Smc1a	-6.5481253012099
Pdk1	-6.52725050582684
Unc45a	6.52328643219289
Krt17	6.51255264493782
Zfp622	6.41639330626894
Pdia6	-6.40141308786904
Il18rap	-6.39998696569605
Coq8a	6.3794366010404
Lrpprc	-6.36945445275492
Trim12c	6.35527798864799
Pkm	-6.34801514300793
Gapdh	-6.34857634373332
Cpe	-6.33166035224132
Phldb3	6.2941904194273
Serinc5	6.2845737218267
Traf2	6.28480644307063
Gja1	-6.26382081006236
Ddx24	6.25706096466955
Id2	6.23741182987475
Abtb2	6.23916289476141
Cmpk2	6.21214223215659
Irgm1	6.14858489318823
Khdc4	6.14443392081424
Irgm2	6.13007532072328
Igfbp4	-6.12001462465856
Pgk1	-6.12006584604508
Gchfr	-6.06717624065142
Wdr74	6.0442025225636
Aldoc	-6.02739340567338
Ltbp2	-6.00811492436068
Unc5b	-5.99732677253374
Ucp2	-5.98389492212107
Znfx1	5.98275468515514
Gm19589	-5.96217775826419
Parp9	5.94465124309059
Col6a1	-5.89661683212718
Tln1	-5.89234097697364
Pdlim7	5.85042257135124
Matn2	-5.84645792443379
Dhrs1	-5.84432437905545
Aldh3a1	-5.8072705961294
Wdr62	5.79160767654666
Camsap3	5.73967832326543
Parp14	5.73154251074369
Msn	-5.71443040738839
H2ax	-5.69555795018502
Dtx3l	5.67371132072258
Dzip3	-5.66243851719003
Mmp15	5.65177787766134
Trim47	5.64293617241259
Ddx60	5.63824818449236
Acsl5	-5.6252082622825
Sorbs2	5.62108526766591
Anxa2	-5.61996981765173
Cbx2	5.60330030336357
Trafd1	5.60314079301371
Zxdc	5.5913286700136
Fgd3	5.58165556073807
